age,workclass,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,predictions
41,Self-emp-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,54,United-States,>50K,<=50K
50,Self-emp-inc,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K,>50K
32,,13,Married-civ-spouse,,Wife,White,Female,0,0,20,United-States,>50K,<=50K
36,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,<=50K
26,Local-gov,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,40,United-States,>50K,<=50K
35,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Yugoslavia,>50K,<=50K
27,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,<=50K
36,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,40,United-States,>50K,<=50K
39,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K,>50K
34,Local-gov,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,<=50K
26,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K,<=50K
73,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,1173,0,75,United-States,<=50K,>50K
38,Self-emp-not-inc,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K,<=50K
37,Self-emp-not-inc,13,Divorced,Tech-support,Not-in-family,White,Male,0,0,15,United-States,<=50K,>50K
44,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K,<=50K
54,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,>50K,<=50K
36,Private,11,Never-married,Tech-support,Not-in-family,White,Male,0,0,45,United-States,<=50K,>50K
46,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,>50K,<=50K
46,Local-gov,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,>50K,<=50K
61,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,<=50K
45,Private,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K,<=50K
37,Self-emp-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,<=50K
44,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K,>50K
46,Self-emp-inc,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,>50K
39,Private,13,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,40,Poland,>50K,<=50K
53,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K,>50K
37,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K,<=50K
39,State-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,>50K
35,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,Iran,>50K,<=50K
34,Local-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,57,United-States,>50K,<=50K
49,State-gov,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,<=50K
43,Private,10,Separated,Transport-moving,Unmarried,White,Male,4934,0,51,United-States,>50K,<=50K
42,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,>50K
36,,14,Married-civ-spouse,,Husband,White,Male,0,0,50,United-States,<=50K,>50K
49,Federal-gov,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,>50K
58,Private,9,Divorced,Tech-support,Not-in-family,White,Male,4787,0,39,United-States,>50K,<=50K
46,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,>50K
38,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,72,United-States,<=50K,>50K
42,Self-emp-inc,13,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,60,United-States,<=50K,>50K
57,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K,>50K
29,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,<=50K
50,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K,<=50K
44,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,48,South,>50K,<=50K
39,Private,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,>50K,<=50K
57,Self-emp-not-inc,6,Divorced,Exec-managerial,Own-child,White,Male,0,0,60,United-States,>50K,<=50K
24,Private,11,Never-married,Tech-support,Not-in-family,White,Male,0,0,45,United-States,<=50K,>50K
39,Private,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,>50K,<=50K
34,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
48,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,>50K,<=50K
42,Federal-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,>50K
35,Private,12,Divorced,Craft-repair,Unmarried,White,Male,0,0,45,United-States,>50K,<=50K
38,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,<=50K
30,Private,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,20,India,>50K,<=50K
41,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K,<=50K
44,Private,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,80,United-States,>50K,<=50K
25,Local-gov,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,38,United-States,>50K,<=50K
44,Federal-gov,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,48,United-States,<=50K,>50K
31,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,<=50K
23,Private,11,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K,>50K
35,Federal-gov,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,<=50K,>50K
22,Private,12,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,2824,40,,>50K,<=50K
22,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,>50K
35,Private,11,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,38,Jamaica,<=50K,>50K
47,,11,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,>50K,<=50K
30,Self-emp-not-inc,10,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,0,0,55,United-States,>50K,<=50K
39,Private,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,>50K
48,Self-emp-not-inc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,25,United-States,>50K,<=50K
36,State-gov,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K,<=50K
55,Self-emp-not-inc,15,Widowed,Prof-specialty,Not-in-family,White,Male,0,0,55,United-States,>50K,<=50K
51,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,United-States,>50K,<=50K
43,Local-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,45,United-States,>50K,<=50K
38,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,70,United-States,<=50K,>50K
48,Federal-gov,13,Divorced,Exec-managerial,Unmarried,White,Male,0,0,58,United-States,>50K,<=50K
74,,9,Married-civ-spouse,,Husband,White,Male,6767,0,6,United-States,<=50K,>50K
61,,13,Married-civ-spouse,,Husband,White,Male,4386,0,15,United-States,>50K,<=50K
49,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K,>50K
32,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1485,45,United-States,>50K,<=50K
27,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,80,United-States,>50K,<=50K
60,Private,14,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,50,South,>50K,<=50K
39,Local-gov,12,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,50,United-States,>50K,<=50K
38,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,7443,0,40,United-States,<=50K,>50K
50,Private,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,>50K,<=50K
29,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,1485,60,United-States,>50K,<=50K
41,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,<=50K,>50K
41,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,<=50K
27,State-gov,10,Never-married,Tech-support,Own-child,White,Female,0,0,80,United-States,<=50K,>50K
53,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K,>50K
25,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,44,United-States,>50K,<=50K
61,Private,4,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,<=50K
41,Private,9,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Japan,>50K,<=50K
51,Private,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K,<=50K
60,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1485,50,United-States,>50K,<=50K
37,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,<=50K
56,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K,<=50K
26,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
19,State-gov,9,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K,>50K
33,Federal-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,>50K
45,Private,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K,>50K
63,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States,<=50K,>50K
56,Self-emp-not-inc,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K,<=50K
25,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K,<=50K
37,Private,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,>50K
34,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K,>50K
39,Private,12,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,60,United-States,<=50K,>50K
38,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,>50K,<=50K
34,Private,11,Divorced,Tech-support,Not-in-family,White,Female,0,0,64,United-States,<=50K,>50K
49,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,>50K
42,Private,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,>50K,<=50K
41,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,>50K
37,Federal-gov,9,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K,>50K
44,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
55,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,<=50K
81,Private,13,Widowed,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K,<=50K
29,Private,10,Separated,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K,>50K
43,Self-emp-inc,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,5013,0,45,United-States,<=50K,>50K
40,Private,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,<=50K
50,State-gov,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,<=50K
43,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K,<=50K
28,Private,11,Never-married,Tech-support,Own-child,White,Female,2174,0,36,United-States,<=50K,>50K
30,State-gov,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,India,>50K,<=50K
43,Federal-gov,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,>50K,<=50K
42,Federal-gov,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,30,United-States,>50K,<=50K
57,Federal-gov,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,48,United-States,>50K,<=50K
36,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,Iran,>50K,<=50K
58,Private,9,Widowed,Sales,Not-in-family,White,Female,0,0,35,United-States,>50K,<=50K
37,Self-emp-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K,>50K
29,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,>50K,<=50K
30,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,70,United-States,>50K,<=50K
29,Private,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K,>50K
45,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1485,40,United-States,>50K,<=50K
37,Private,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Japan,<=50K,>50K
63,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,>50K
72,Private,5,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,0,48,United-States,>50K,<=50K
54,Private,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,>50K
40,Self-emp-not-inc,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K,<=50K
26,Federal-gov,10,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K,>50K
25,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K,<=50K
40,Private,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,>50K
56,Private,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,>50K,<=50K
59,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,<=50K
35,Private,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,>50K,<=50K
33,Self-emp-not-inc,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,<=50K
21,Private,7,Never-married,Tech-support,Own-child,White,Female,0,0,35,United-States,<=50K,>50K
68,Private,13,Widowed,Sales,Not-in-family,White,Male,0,0,35,United-States,>50K,<=50K
30,Private,12,Married-civ-spouse,Other-service,Wife,White,Female,0,0,25,United-States,>50K,<=50K
75,Self-emp-not-inc,13,Widowed,Prof-specialty,Unmarried,White,Male,0,0,48,United-States,>50K,<=50K
39,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,<=50K
57,Private,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,South,>50K,<=50K
33,Private,9,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K,>50K
34,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,32,United-States,>50K,<=50K
45,Federal-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
59,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,>50K
50,Federal-gov,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,>50K,<=50K
47,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,<=50K
19,Private,9,Never-married,Other-service,Own-child,White,Female,34095,0,20,United-States,<=50K,>50K
34,Private,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K,>50K
24,Private,11,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,30,United-States,>50K,<=50K
37,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,46,United-States,>50K,<=50K
63,Self-emp-not-inc,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,35,United-States,>50K,<=50K
33,State-gov,14,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,United-States,<=50K,>50K
46,Self-emp-not-inc,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,<=50K
50,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,<=50K
27,Private,13,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K,>50K
44,Private,10,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,58,United-States,>50K,<=50K
48,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,United-States,>50K,<=50K
58,Self-emp-not-inc,6,Married-civ-spouse,Craft-repair,Wife,White,Female,0,1977,35,,>50K,<=50K
36,Private,10,Separated,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,>50K,<=50K
37,Private,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,>50K,<=50K
32,,9,Married-civ-spouse,,Wife,White,Female,0,0,2,United-States,>50K,<=50K
39,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,<=50K
56,Self-emp-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,>50K
52,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,<=50K
28,Private,9,Divorced,Tech-support,Own-child,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K,>50K
36,Private,12,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K,>50K
50,Federal-gov,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
59,Private,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,2885,0,30,United-States,<=50K,>50K
58,Private,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
45,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,<=50K
49,Local-gov,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
30,Private,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,60,Hungary,<=50K,>50K
42,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,>50K,<=50K
28,Local-gov,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,65,United-States,>50K,<=50K
65,Self-emp-inc,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,>50K
37,Local-gov,11,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,United-States,<=50K,>50K
31,Self-emp-not-inc,10,Married-civ-spouse,Sales,Husband,Black,Male,0,0,60,United-States,>50K,<=50K
50,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K,<=50K
39,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,>50K
38,Private,13,Divorced,Exec-managerial,Not-in-family,White,Male,6849,0,60,United-States,<=50K,>50K
68,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,<=50K
43,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,<=50K
38,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,>50K
24,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,<=50K
30,Private,11,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,>50K,<=50K
45,State-gov,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,>50K
49,Private,16,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K,>50K
35,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,<=50K
23,Private,13,Never-married,Tech-support,Not-in-family,Black,Female,0,0,45,United-States,<=50K,>50K
31,Private,11,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,43,United-States,<=50K,>50K
27,Private,13,Separated,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Philippines,>50K,<=50K
41,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K,>50K
33,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Cuba,>50K,<=50K
46,Private,13,Divorced,Sales,Unmarried,White,Male,0,0,40,United-States,>50K,<=50K
57,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,<=50K
32,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,Canada,>50K,<=50K
36,Federal-gov,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K,>50K
41,Private,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,>50K,<=50K
55,Private,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,3464,0,40,United-States,<=50K,>50K
50,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,>50K
49,Local-gov,5,Widowed,Handlers-cleaners,Unmarried,White,Male,0,2231,40,United-States,>50K,<=50K
45,Private,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,>50K,<=50K
36,Private,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,37,United-States,<=50K,>50K
33,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,<=50K
47,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,>50K,<=50K
64,Self-emp-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,>50K
32,Local-gov,13,Separated,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,>50K,<=50K
32,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,>50K,<=50K
25,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,50,United-States,>50K,<=50K
38,Private,11,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K,>50K
43,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K,>50K
33,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K,<=50K
50,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,48,United-States,<=50K,>50K
32,State-gov,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,<=50K
53,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,35,United-States,<=50K,>50K
31,Private,15,Never-married,Tech-support,Not-in-family,White,Male,0,0,55,United-States,<=50K,>50K
48,Self-emp-inc,14,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,>50K
34,,13,Married-civ-spouse,,Wife,White,Female,0,0,10,United-States,>50K,<=50K
60,Private,11,Widowed,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,>50K,<=50K
34,Private,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,>50K,<=50K
34,Self-emp-inc,14,Never-married,Exec-managerial,Not-in-family,White,Female,4787,0,45,France,>50K,<=50K
32,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,>50K,<=50K
39,Federal-gov,13,Divorced,Tech-support,Unmarried,Black,Female,0,625,40,United-States,<=50K,>50K
52,Federal-gov,14,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,>50K,<=50K
53,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,<=50K,>50K
43,Private,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K,<=50K
19,Private,10,Never-married,Tech-support,Own-child,White,Male,0,0,14,United-States,<=50K,>50K
53,Private,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,<=50K
17,,6,Never-married,,Own-child,White,Female,34095,0,32,United-States,<=50K,>50K
59,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K,<=50K
26,Private,10,Never-married,Tech-support,Own-child,White,Male,0,0,20,United-States,<=50K,>50K
35,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,>50K,<=50K
20,Private,11,Never-married,Tech-support,Own-child,White,Female,0,0,25,United-States,<=50K,>50K
21,Private,10,Never-married,Tech-support,Own-child,White,Male,0,1602,16,United-States,<=50K,>50K
37,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,45,United-States,>50K,<=50K
31,State-gov,10,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,>50K,<=50K
55,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,25,United-States,<=50K,>50K
25,Local-gov,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,<=50K
30,Private,13,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,>50K,<=50K
60,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,46,United-States,>50K,<=50K
66,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,99,United-States,<=50K,>50K
24,State-gov,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,49,United-States,>50K,<=50K
58,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,72,United-States,>50K,<=50K
50,Private,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,39,United-States,<=50K,>50K
30,Private,10,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,50,United-States,>50K,<=50K
45,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,<=50K
51,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K,>50K
45,Private,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,>50K,<=50K
67,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,<=50K,>50K
45,Self-emp-inc,13,Divorced,Exec-managerial,Unmarried,White,Male,0,0,50,United-States,>50K,<=50K
