id,age,workclass,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,predictions
30296,48,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,<=50K,>50K
7886,41,Private,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,>50K,<=50K
11947,48,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,>50K
13792,35,Federal-gov,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,<=50K,>50K
10889,57,Self-emp-inc,9,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,60,United-States,>50K,<=50K
29316,45,Local-gov,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,United-States,<=50K,>50K
31732,54,Private,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,>50K,<=50K
20296,54,Private,6,Separated,Transport-moving,Unmarried,Black,Male,0,0,45,United-States,>50K,<=50K
26796,24,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,<=50K
16903,63,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K,>50K
1499,39,Federal-gov,13,Divorced,Tech-support,Unmarried,Black,Female,0,625,40,United-States,<=50K,>50K
26395,35,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Puerto-Rico,<=50K,>50K
31585,40,Private,10,Divorced,Tech-support,Not-in-family,White,Male,0,0,30,Guatemala,>50K,<=50K
24520,50,Private,14,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,>50K,<=50K
25848,22,Private,10,Never-married,Tech-support,Other-relative,White,Female,0,0,40,United-States,<=50K,>50K
8305,60,Self-emp-not-inc,11,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,15,Germany,>50K,<=50K
11351,59,Private,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,24,United-States,>50K,<=50K
10582,31,Private,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,45,United-States,<=50K,>50K
10073,32,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,>50K,<=50K
13654,25,Self-emp-inc,13,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,>50K,<=50K
17872,52,Self-emp-inc,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,65,United-States,>50K,<=50K
10351,35,Private,16,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,20,,<=50K,>50K
3311,61,,13,Married-civ-spouse,,Husband,White,Male,4386,0,15,United-States,>50K,<=50K
14764,67,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,37,United-States,>50K,<=50K
1684,20,,10,Never-married,,Other-relative,Black,Male,34095,0,10,United-States,<=50K,>50K
16754,48,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K,>50K
7303,39,Local-gov,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,>50K
24104,46,Private,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,>50K,<=50K
6168,35,Private,10,Never-married,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K,>50K
2918,52,Private,14,Divorced,Prof-specialty,Not-in-family,White,Female,6849,0,60,United-States,<=50K,>50K
16225,37,Federal-gov,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,<=50K
27683,50,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,>50K,<=50K
28702,30,State-gov,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,<=50K
22733,55,Local-gov,13,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K,<=50K
3295,43,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,4386,0,40,United-States,>50K,<=50K
5542,47,Local-gov,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,>50K
13954,45,Private,9,Married-spouse-absent,Other-service,Unmarried,Black,Female,0,0,60,United-States,>50K,<=50K
15722,40,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,<=50K
12974,50,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,48,United-States,<=50K,>50K
21943,34,Private,10,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,Jamaica,>50K,<=50K
30784,57,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,84,United-States,>50K,<=50K
17127,39,Private,13,Separated,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,40,Philippines,>50K,<=50K
12957,45,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,37,United-States,<=50K,>50K
18929,48,Private,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K,<=50K
29790,49,Federal-gov,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,>50K
22991,29,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,>50K,<=50K
5742,53,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,45,United-States,>50K,<=50K
10652,31,Federal-gov,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,>50K
3308,31,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,4386,0,40,United-States,>50K,<=50K
8660,46,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K,>50K
29892,32,Private,11,Widowed,Tech-support,Unmarried,Black,Female,0,0,40,United-States,<=50K,>50K
23150,30,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,<=50K
25491,35,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
7973,45,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,>50K
26053,35,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K,>50K
1679,63,Self-emp-not-inc,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,41310,0,50,United-States,<=50K,>50K
24223,46,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,>50K
27363,42,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,>50K,<=50K
17320,35,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,>50K,<=50K
19353,42,Local-gov,14,Separated,Exec-managerial,Unmarried,Black,Male,0,0,45,United-States,>50K,<=50K
27514,26,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,58,United-States,>50K,<=50K
10183,24,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,72,United-States,>50K,<=50K
24857,56,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K,<=50K
8468,33,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
18622,44,Self-emp-inc,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K,>50K
13612,38,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,<=50K
26299,46,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,51,United-States,<=50K,>50K
13114,45,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,>50K,<=50K
3202,58,Federal-gov,13,Separated,Prof-specialty,Not-in-family,White,Male,4787,0,40,United-States,>50K,<=50K
30002,61,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,United-States,<=50K,>50K
19669,27,Local-gov,11,Never-married,Tech-support,Own-child,White,Female,0,0,38,United-States,<=50K,>50K
31341,28,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,<=50K
27473,48,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K,>50K
18207,38,Self-emp-not-inc,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,<=50K,>50K
26818,61,Self-emp-not-inc,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,>50K,<=50K
5783,57,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K,>50K
7027,44,Private,13,Married-civ-spouse,Exec-managerial,Husband,Other,Male,0,0,40,Puerto-Rico,<=50K,>50K
7390,30,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K,<=50K
18919,35,Self-emp-not-inc,14,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,40,,>50K,<=50K
6963,53,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,,>50K,<=50K
8871,33,Private,9,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,48,United-States,>50K,<=50K
15048,44,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K,>50K
32137,40,Private,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,80,United-States,>50K,<=50K
28441,33,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
27068,27,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,,>50K,<=50K
10882,53,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,<=50K
3270,38,Private,13,Married-civ-spouse,Transport-moving,Husband,White,Male,4508,0,40,United-States,<=50K,>50K
9603,58,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
31177,51,Private,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,Germany,>50K,<=50K
3333,29,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,4386,0,45,United-States,>50K,<=50K
29514,54,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
11605,40,Private,12,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,>50K,<=50K
3677,41,Self-emp-not-inc,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3103,0,40,United-States,>50K,<=50K
10389,45,Private,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,>50K,<=50K
17109,42,Private,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,United-States,>50K,<=50K
1357,29,Self-emp-not-inc,9,Married-spouse-absent,Transport-moving,Other-relative,Asian-Pac-Islander,Male,0,1564,50,India,>50K,<=50K
32272,26,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,Germany,>50K,<=50K
26324,45,Private,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,<=50K
26449,58,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
23648,53,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,<=50K,>50K
17671,33,Private,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,50,United-States,>50K,<=50K
4833,42,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,>50K
7449,30,Private,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,36,United-States,>50K,<=50K
31348,64,,9,Married-civ-spouse,,Husband,White,Male,0,0,50,United-States,>50K,<=50K
15380,37,Private,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,38,United-States,>50K,<=50K
24218,26,State-gov,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,>50K,<=50K
10139,38,Self-emp-not-inc,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,<=50K
12335,52,Private,16,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,>50K,<=50K
25614,40,Private,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,>50K
22361,65,,11,Married-civ-spouse,,Wife,White,Female,0,0,56,United-States,>50K,<=50K
19662,25,Private,14,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,>50K,<=50K
13606,45,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,0,70,,<=50K,>50K
14485,43,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K,<=50K
32048,50,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States,<=50K,>50K
30347,38,State-gov,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United-States,<=50K,>50K
16895,46,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,58,United-States,>50K,<=50K
25765,37,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K,<=50K
7203,53,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,<=50K
13435,38,Private,10,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,0,0,50,United-States,>50K,<=50K
4136,73,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,1173,0,75,United-States,<=50K,>50K
17793,29,Private,9,Married-spouse-absent,Tech-support,Own-child,Black,Male,0,0,40,United-States,<=50K,>50K
24152,36,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,,>50K,<=50K
32273,34,Private,11,Never-married,Tech-support,Not-in-family,Black,Male,0,0,40,United-States,<=50K,>50K
19947,24,Private,9,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K,>50K
9184,43,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,<=50K
30981,40,Private,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,44,United-States,<=50K,>50K
20934,66,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,15,United-States,>50K,<=50K
16450,51,Local-gov,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,<=50K
29721,60,Private,10,Divorced,Craft-repair,Own-child,White,Male,0,0,44,United-States,>50K,<=50K
3731,37,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,45,United-States,>50K,<=50K
29211,66,Private,10,Widowed,Sales,Unmarried,White,Female,0,0,50,United-States,>50K,<=50K
597,24,Self-emp-not-inc,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1902,40,United-States,>50K,<=50K
23929,34,Private,11,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,45,United-States,>50K,<=50K
20663,31,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
5449,24,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,45,United-States,>50K,<=50K
25642,32,State-gov,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,<=50K
26727,27,Private,13,Never-married,Tech-support,Not-in-family,Black,Female,0,0,40,France,<=50K,>50K
20099,42,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,<=50K,>50K
29069,68,,10,Married-civ-spouse,,Husband,White,Male,0,0,48,United-States,>50K,<=50K
13572,27,Private,13,Never-married,Tech-support,Unmarried,Asian-Pac-Islander,Female,0,0,20,Philippines,<=50K,>50K
26976,48,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K,>50K
21180,43,State-gov,15,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United-States,<=50K,>50K
20733,34,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
7835,29,Private,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,United-States,<=50K,>50K
9185,47,State-gov,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
6022,47,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K,>50K
7608,33,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,84,Taiwan,>50K,<=50K
15614,42,,14,Married-civ-spouse,,Husband,White,Male,0,0,50,United-States,<=50K,>50K
20824,31,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,<=50K,>50K
28397,27,Private,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,<=50K
29846,54,Private,9,Divorced,Tech-support,Not-in-family,White,Male,0,0,42,United-States,>50K,<=50K
26773,66,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,<=50K,>50K
11690,59,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K,<=50K
177,34,Private,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,2258,50,United-States,<=50K,>50K
5441,42,Private,6,Never-married,Transport-moving,Unmarried,White,Male,0,0,40,United-States,>50K,<=50K
24728,41,Private,10,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,<=50K,>50K
3131,28,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5013,0,55,United-States,<=50K,>50K
13341,48,Self-emp-not-inc,13,Married-spouse-absent,Sales,Own-child,White,Male,0,0,50,United-States,>50K,<=50K
30838,52,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
27609,66,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,99,United-States,<=50K,>50K
28141,50,Private,8,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,40,Cambodia,>50K,<=50K
1683,55,Self-emp-not-inc,9,Divorced,Exec-managerial,Not-in-family,White,Male,34095,0,60,United-States,<=50K,>50K
9146,54,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K,<=50K
6526,48,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K,<=50K
25127,46,Private,13,Divorced,Sales,Unmarried,Black,Female,0,0,35,United-States,>50K,<=50K
23519,36,Private,5,Married-civ-spouse,Sales,Own-child,White,Male,0,0,50,United-States,>50K,<=50K
9676,42,Self-emp-not-inc,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,United-States,<=50K,>50K
31268,53,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K,>50K
25407,48,Self-emp-not-inc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,25,United-States,>50K,<=50K
22709,68,Private,13,Widowed,Sales,Not-in-family,White,Male,0,0,35,United-States,>50K,<=50K
27686,26,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,<=50K
22548,34,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,>50K
16655,22,Private,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,70,United-States,>50K,<=50K
24803,41,Private,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,>50K,<=50K
14128,38,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States,<=50K,>50K
16505,37,Federal-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,>50K
10544,36,Private,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K,<=50K
20425,60,Private,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,>50K
30197,36,Private,9,Divorced,Prof-specialty,Own-child,White,Female,0,0,40,United-States,>50K,<=50K
28594,36,Private,12,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K,>50K
3176,34,Private,14,Never-married,Prof-specialty,Not-in-family,White,Male,4865,0,60,United-States,<=50K,>50K
31662,40,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K,<=50K
28177,34,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K,<=50K
12294,52,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,>50K
18107,43,State-gov,16,Separated,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,>50K,<=50K
24589,40,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,>50K,<=50K
20655,27,Private,12,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,>50K,<=50K
27343,35,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,<=50K
14171,56,Federal-gov,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,<=50K
30857,28,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,<=50K,>50K
19594,40,Private,9,Divorced,Sales,Not-in-family,White,Male,0,0,60,United-States,>50K,<=50K
12207,36,Private,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,<=50K
3680,56,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,40,United-States,>50K,<=50K
12739,45,Self-emp-inc,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,,>50K,<=50K
9415,45,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K,<=50K
13468,31,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,>50K
16296,57,Private,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K,>50K
11510,56,Self-emp-inc,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,<=50K
30299,68,,10,Married-civ-spouse,,Wife,White,Female,0,0,12,United-States,>50K,<=50K
15283,67,Self-emp-inc,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,>50K
21175,43,Private,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,>50K,<=50K
26374,57,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,>50K
4915,41,Self-emp-inc,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,>50K
6325,61,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,United-States,>50K,<=50K
27288,26,Private,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,>50K,<=50K
25056,46,Private,13,Divorced,Sales,Unmarried,White,Male,0,0,40,United-States,>50K,<=50K
1007,49,Private,14,Divorced,Exec-managerial,Unmarried,White,Male,0,1755,45,United-States,>50K,<=50K
24997,35,Self-emp-not-inc,9,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K,<=50K
14325,38,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K,<=50K
29630,48,Private,10,Never-married,Craft-repair,Unmarried,White,Female,0,0,38,United-States,>50K,<=50K
20989,54,Self-emp-inc,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,<=50K
28430,28,Private,9,Divorced,Tech-support,Own-child,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K,>50K
26855,50,Federal-gov,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,>50K
14630,38,Self-emp-not-inc,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K,<=50K
18406,31,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K,<=50K
13466,33,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K,>50K
7013,47,Self-emp-inc,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,70,United-States,>50K,<=50K
18120,59,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
8565,56,Private,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,>50K,<=50K
13763,45,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
13313,59,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,>50K
28865,57,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,>50K,<=50K
5208,28,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K,>50K
4264,31,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,38,,>50K,<=50K
6770,28,State-gov,13,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Male,0,0,20,United-States,<=50K,>50K
7009,34,Private,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,>50K,<=50K
12048,29,Private,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,Jamaica,>50K,<=50K
32157,61,Local-gov,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K,<=50K
16937,36,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,64,United-States,>50K,<=50K
8023,45,Private,5,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,>50K,<=50K
21088,63,Private,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,>50K,<=50K
23971,38,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K,<=50K
28367,31,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K,<=50K
29818,42,Private,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,>50K,<=50K
20440,27,,13,Married-civ-spouse,,Wife,Black,Female,0,0,35,,>50K,<=50K
16673,36,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,50,United-States,>50K,<=50K
22779,26,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,<=50K
17844,42,State-gov,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,<=50K
6993,39,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,>50K,<=50K
14654,61,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,<=50K
8429,43,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,>50K
14426,29,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,<=50K
4579,34,Private,11,Divorced,Tech-support,Not-in-family,White,Female,0,0,64,United-States,<=50K,>50K
9275,31,Private,11,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,43,United-States,<=50K,>50K
9095,47,Private,9,Married-civ-spouse,Sales,Own-child,White,Female,0,0,38,United-States,>50K,<=50K
8445,39,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,<=50K
9397,24,Private,10,Never-married,Tech-support,Own-child,White,Female,0,0,20,United-States,<=50K,>50K
